0	0	0
0	1	0
0	2	0
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	0
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	0
0	21	0
0	22	0
0	23	0
0	24	0
0	25	0
0	26	0
0	27	0
0	28	0
0	29	0
0	30	0
0	31	0
0	32	0
0	33	0
0	34	0
0	35	0
0	36	0
0	37	0
0	38	0
0	39	0
0	40	0
0	41	0
1	0	0
1	1	1
1	2	2
1	3	2
1	4	3
1	5	4
1	6	5
1	7	6
1	8	7
1	9	8
1	10	9
1	11	10
1	12	11
1	13	12
1	14	13
1	15	14
1	16	15
1	17	16
1	18	17
1	19	18
1	20	19
1	21	20
1	22	21
1	23	22
1	24	23
1	25	24
1	26	25
1	27	26
1	28	27
1	29	28
1	30	29
1	31	30
1	32	31
1	33	32
1	34	33
1	35	34
1	36	35
1	37	36
1	38	37
1	39	38
1	40	39
1	41	40
2	0	0
2	1	2
2	2	3
2	3	4
2	4	6
2	5	7
2	6	8
2	7	9
2	8	10
2	9	11
2	10	12
2	11	13
2	12	14
2	13	15
2	14	16
2	15	17
2	16	18
2	17	19
2	18	20
2	19	21
2	20	22
2	21	23
2	22	24
2	23	25
2	24	26
2	25	27
2	26	28
2	27	29
2	28	30
2	29	31
2	30	32
2	31	33
2	32	34
2	33	35
2	34	36
2	35	37
2	36	38
2	37	39
2	38	40
2	39	41
2	40	42
2	41	43
3	0	0
3	1	2
3	2	4
3	3	6
3	4	7
3	5	9
3	6	10
3	7	11
3	8	12
3	9	13
3	10	14
3	11	16
3	12	17
3	13	18
3	14	19
3	15	20
3	16	21
3	17	22
3	18	23
3	19	24
3	20	25
3	21	26
3	22	27
3	23	28
3	24	29
3	25	30
3	26	31
3	27	32
3	28	33
3	29	34
3	30	35
3	31	36
3	32	37
3	33	38
3	34	39
3	35	40
3	36	41
3	37	42
3	38	43
3	39	44
3	40	45
3	41	46
4	0	0
4	1	3
4	2	6
4	3	7
4	4	9
4	5	10
4	6	12
4	7	13
4	8	14
4	9	15
4	10	16
4	11	17
4	12	18
4	13	19
4	14	20
4	15	21
4	16	22
4	17	23
4	18	25
4	19	26
4	20	27
4	21	28
4	22	29
4	23	30
4	24	31
4	25	32
4	26	33
4	27	34
4	28	35
4	29	36
4	30	37
4	31	38
4	32	39
4	33	40
4	34	41
4	35	42
4	36	43
4	37	44
4	38	45
4	39	46
4	40	47
4	41	48
5	0	0
5	1	4
5	2	7
5	3	9
5	4	10
5	5	12
5	6	13
5	7	14
5	8	15
5	9	17
5	10	18
5	11	19
5	12	20
5	13	21
5	14	22
5	15	23
5	16	24
5	17	25
5	18	26
5	19	27
5	20	28
5	21	29
5	22	30
5	23	31
5	24	32
5	25	33
5	26	34
5	27	35
5	28	36
5	29	37
5	30	38
5	31	39
5	32	40
5	33	41
5	34	42
5	35	43
5	36	44
5	37	45
5	38	46
5	39	47
5	40	48
5	41	49
6	0	0
6	1	5
6	2	8
6	3	10
6	4	12
6	5	13
6	6	14
6	7	16
6	8	17
6	9	18
6	10	19
6	11	20
6	12	21
6	13	22
6	14	23
6	15	24
6	16	25
6	17	26
6	18	27
6	19	28
6	20	29
6	21	30
6	22	31
6	23	32
6	24	33
6	25	35
6	26	36
6	27	37
6	28	38
6	29	39
6	30	40
6	31	41
6	32	42
6	33	43
6	34	44
6	35	45
6	36	46
6	37	47
6	38	48
6	39	49
6	40	50
6	41	51
7	0	0
7	1	6
7	2	9
7	3	11
7	4	13
7	5	14
7	6	16
7	7	17
7	8	18
7	9	19
7	10	20
7	11	21
7	12	23
7	13	24
7	14	25
7	15	26
7	16	27
7	17	28
7	18	29
7	19	30
7	20	31
7	21	32
7	22	33
7	23	34
7	24	35
7	25	36
7	26	37
7	27	38
7	28	39
7	29	40
7	30	41
7	31	42
7	32	43
7	33	44
7	34	45
7	35	46
7	36	47
7	37	48
7	38	49
7	39	50
7	40	51
7	41	52
8	0	0
8	1	7
8	2	10
8	3	12
8	4	14
8	5	15
8	6	17
8	7	18
8	8	19
8	9	20
8	10	22
8	11	23
8	12	24
8	13	25
8	14	26
8	15	27
8	16	28
8	17	29
8	18	30
8	19	31
8	20	32
8	21	33
8	22	34
8	23	35
8	24	36
8	25	37
8	26	38
8	27	39
8	28	40
8	29	41
8	30	42
8	31	43
8	32	44
8	33	45
8	34	46
8	35	47
8	36	48
8	37	49
8	38	50
8	39	51
8	40	52
8	41	53
9	0	0
9	1	8
9	2	11
9	3	13
9	4	15
9	5	17
9	6	18
9	7	19
9	8	20
9	9	22
9	10	23
9	11	24
9	12	25
9	13	26
9	14	27
9	15	28
9	16	29
9	17	30
9	18	31
9	19	32
9	20	33
9	21	34
9	22	35
9	23	36
9	24	37
9	25	38
9	26	39
9	27	40
9	28	41
9	29	42
9	30	43
9	31	44
9	32	45
9	33	46
9	34	47
9	35	48
9	36	49
9	37	50
9	38	51
9	39	52
9	40	53
9	41	54
10	0	0
10	1	9
10	2	12
10	3	14
10	4	16
10	5	18
10	6	19
10	7	20
10	8	22
10	9	23
10	10	24
10	11	25
10	12	26
10	13	27
10	14	28
10	15	29
10	16	30
10	17	31
10	18	32
10	19	33
10	20	34
10	21	35
10	22	36
10	23	37
10	24	38
10	25	39
10	26	40
10	27	41
10	28	42
10	29	43
10	30	44
10	31	45
10	32	46
10	33	47
10	34	48
10	35	49
10	36	50
10	37	51
10	38	52
10	39	53
10	40	54
10	41	55
11	0	0
11	1	10
11	2	13
11	3	16
11	4	17
11	5	19
11	6	20
11	7	21
11	8	23
11	9	24
11	10	25
11	11	26
11	12	27
11	13	28
11	14	29
11	15	30
11	16	31
11	17	32
11	18	33
11	19	34
11	20	35
11	21	36
11	22	37
11	23	38
11	24	39
11	25	40
11	26	41
11	27	42
11	28	43
11	29	44
11	30	45
11	31	46
11	32	47
11	33	48
11	34	49
11	35	50
11	36	51
11	37	52
11	38	53
11	39	54
11	40	55
11	41	56
12	0	0
12	1	11
12	2	14
12	3	17
12	4	18
12	5	20
12	6	21
12	7	23
12	8	24
12	9	25
12	10	26
12	11	27
12	12	28
12	13	29
12	14	30
12	15	31
12	16	32
12	17	33
12	18	34
12	19	35
12	20	36
12	21	37
12	22	38
12	23	39
12	24	40
12	25	41
12	26	42
12	27	43
12	28	44
12	29	45
12	30	46
12	31	47
12	32	48
12	33	49
12	34	50
12	35	51
12	36	52
12	37	53
12	38	54
12	39	55
12	40	56
12	41	57
13	0	0
13	1	12
13	2	15
13	3	18
13	4	19
13	5	21
13	6	22
13	7	24
13	8	25
13	9	26
13	10	27
13	11	28
13	12	29
13	13	30
13	14	31
13	15	32
13	16	33
13	17	34
13	18	35
13	19	36
13	20	38
13	21	39
13	22	40
13	23	41
13	24	42
13	25	43
13	26	44
13	27	45
13	28	46
13	29	47
13	30	48
13	31	49
13	32	50
13	33	51
13	34	52
13	35	53
13	36	54
13	37	55
13	38	56
13	39	57
13	40	58
13	41	59
14	0	0
14	1	13
14	2	16
14	3	19
14	4	20
14	5	22
14	6	23
14	7	25
14	8	26
14	9	27
14	10	28
14	11	29
14	12	30
14	13	31
14	14	32
14	15	33
14	16	34
14	17	36
14	18	37
14	19	38
14	20	39
14	21	40
14	22	41
14	23	42
14	24	43
14	25	44
14	26	45
14	27	46
14	28	47
14	29	48
14	30	49
14	31	50
14	32	51
14	33	52
14	34	53
